id,name,email,phone,age,department,hire_date,salary
13543,Bob Wilson,bob@email.c,+1 555 123 4567,28,HR,2020-08-29,46081.8558383772
13544,Bob Wilson,bob@email.com,+1-555-123-4567,24,Marketing,2024-04-01,61008.79329461573
13545,Mike Brown,mike@email.com,+1 555 123 4567,33,HR,2023-05-18,53872.07154436861
13546,Bob Wilson,john@email.com,555.123.4567,41,IT,2022-07-30,157071.39602212404
13547,Bob Wilson,mike@email.com,5551234567,46,Finance,2020-08-19,72882.14040254084
13548,Mike Brown,alice@email.com,5551234567,21,HR,2023-10-25,52592.254568464254
13549,Mike Brown,alice@email.com,+1-555-123-4567,51,HR,2052-04-10,61082.438331550555
13550,Alice Johnson,alice@email.com,5551234567,37,HR,2020-07-11,53500.88955235409
13551,Jane Smith,bob@email.com,+1 555 123 4567,23,HR,2020-03-10,59044.81636122585
13552,Jane Smith,jane@email.com,555.123.4567,30,Sales,2023-08-10,
13553,Alice Johnson,mike@email.com,+1-555-123-4567,16,Finance,2022-05-19,101527.75718371436
13554,Jane Smith,jane@email.com,5551234567,18,IT,2022-05-20,156426.50739655265
13555,Bob Wilson,john@email.m,+1 555 123 4567,52,Finance,2022-06-11,70868.19412609658
13556,Alice Johnson,john@email.com,+1 555 123 4567,28,HR,2020-05-24,65531.59424673547
13557,Alice Johnson,mike@email.com,(555) 123-4567,40,Sales,2021-08-07,22043.742567187554
13558,Jane Smith,alice@email.com,(555) 123-4567,33,IT,2020-05-04,157501.5419975225
13559,John Doe,john@email.com,555.123.4567,35,HR,2052-03-07,45106.00287052854
13560,Jane Smith,jane@email.com,+1-555-123-4567,38,HR,2021-01-10,38934.63633615864
13561,John Doe,jane@email.com,5551234567,14,Marketing,2023-03-15,65131.4408844665
13562,Alice Johnson,bob@email.com,5551234567,48,Finance,2023-06-15,74960.2454503473
13563,John Doe,alice@email.com,+1 555 123 4567,34,Finance,2022-01-10,90041.6764201998
13564,Bob Wilson,bob@email.com,5551234567,29,Finance,2023-03-04,105784.30833474878
13565,Mike Brown,mike@email.com,555.123.4567,120,Marketing,2023-12-13,53715.09506869962
13566,John Doe,john@email.com,555123456,27,Sales,2020-06-20,27151.443950558994
13567,Mike Brown,bob@email.com,+1 555 123 4567,37,Sales,2022-04-18,1601.178523627048
13568,Bob Wilson,bob@email.cm,+1-555-123-4567,33,Sales,2020-10-21,
13569,Mike Brown,mike@email.com,+1 555 123 4567,42,IT,2052-02-21,153266.13982791608
13570,Bob Wilson,jane@email.com,5551234567,32,Marketing,2023-02-22,52880.530989774255
13571,Mike Brown,jane@email.com,555.123.4567,24,Marketing,2020-09-22,87955.2112706668
13572,Mike Brown,mike@email.com,155512345,38,Sales,2023-02-25,45775.284403325495
13573,Jane Smith,jane@email.com,+1 555 123 4567,120,Sales,2023-10-09,11504.336735584557
13574,John Doe,mike@email.com,5551234567,16,Sales,2023-01-04,
13575,Mike Brown,jane@email.com,+1 555 123 4567,36,Marketing,2021-01-27,64643.94081856761
13576,Alice Johnson,mike@email.com,15551234,29,Sales,2022-09-08,3549.562216888011
13577,Jane Smith,jane@email.com,5551234567,38,Finance,2020-12-23,89741.22312382142
13578,John Doe,bob@email.com,55512,-10,Sales,2024-07-03,31390.950421237416
13579,Jane Smith,bob@email.com,+1-555-123-4567,22,Finance,2022-01-05,91286.48856981118
13580,John Doe,jane@email.c,(555) 123-4567,46,HR,2020-01-08,36481.265720013354
13581,Bob Wilson,mike@email.com,(555) 123-4567,43,HR,2021-11-18,40854.81599792112
13582,Mike Brown,bob@email.com,5551234567,34,Marketing,2020-01-21,73433.52905838538
13583,Alice Johnson,john@email.com,+1 555 123 4567,39,IT,2020-07-26,153477.7055338312
13584,Jane Smith,jane@email.com,+1 555 123 4567,43,HR,2020-04-06,58146.08728776412
13585,Jane Smith,john@email.com,555.123.4567,34,Marketing,2022-05-06,61734.225285519635
13586,Jane Smith,john@email.cam,+1-555-123-4567,22,Marketing,2022-01-24,50198.99253386402
13587,Jane Smith,alice@email.com,+1-555-123-4567,37,Finance,2021-09-06,60215.44739810217
13588,Mike Brown,john@email.com,5551234567,45,Finance,2020-09-18,86811.34741561474
13589,John Doe,john@email.com,5551234567,40,Sales,2022-12-18,26022.317957369785
13590,Mike Brown,alice@email.com,555123456,35,HR,2021-06-18,62494.777011066355
13591,Bob Wilson,alice@email.com,555.123.4567,40,Finance,2023-09-14,80299.73650426242
13592,Mike Brown,alice@email.comm,(555) 123-4567,32,IT,2021-09-03,163006.6898135902
13593,Mike Brown,mike@email.com,555.123.4567,45,Marketing,2052-07-25,81178.05721478781
13594,Bob Wilson,alice@email.com,+1 555 123 4567,48,Sales,2021-09-21,
13595,Mike Brown,mike@email.com,555123,22,Finance,2021-01-30,75750.46699361005
13596,John Doe,jane@email.com,555.123.4567,46,Finance,2022-01-08,87121.89804665917
13597,Alice Johnson,mike@email.com,+1 555 123 4567,57,Finance,2020-07-03,66564.34514572758
13598,Bob Wilson,jane@email.com,+1 555 123 4567,40,HR,2021-10-30,53572.85257635894
13599,Jane Smith,alice@email.com,(555) 123-4567,44,Finance,2021-12-25,80066.02334056442
13600,John Doe,alice@email.com,(555) 123-4567,28,Marketing,2020-11-18,75216.5258909289
13601,Alice Johnson,jane@email.com,+1 555 123 4567,29,Finance,2024-05-15,73731.00778976156
13602,John Doe,bob@email.com,5551234567,32,IT,2052-03-09,158613.3696273184
13603,John Doe,mike@email.com,(555) 123-4567,30,Finance,2024-05-15,108784.38210871545
13604,Jane Smith,john@email.com,+1-555-123-4567,21,Sales,2023-10-29,30217.925991785054
13605,Alice Johnson,alice@email.cm,5551234567,33,Sales,2020-08-03,33035.84201538506
13606,John Doe,mike@email.com,15551,43,IT,2022-11-19,173355.523471655
13607,Jane Smith,mike@email.com,555.123.4567,22,Sales,2023-07-02,11912.234941386396
13608,Bob Wilson,alice@email.coom,(555) 123-4567,36,HR,2023-07-30,42322.20015166494
13609,Jane Smith,jane@email.com,(555) 123-4567,36,Marketing,2024-02-09,
13610,Mike Brown,alice@email.com,+1 555 123 4567,31,Marketing,2052-10-11,59821.0998631515
13611,Jane Smith,mike@email.com,(555) 123-4567,39,HR,2021-06-25,59601.501385657946
13612,Jane Smith,bob@email.com,+1-555-123-4567,39,Sales,2022-05-17,19691.8756199376
13613,Jane Smith,jane@email.com,5551234,31,IT,2023-04-21,
13614,John Doe,alice@email.com,555123456,45,IT,2023-03-20,173232.5151863698
13615,Alice Johnson,john@email.com,5551234567,40,Marketing,2023-08-09,79421.18988421284
13616,Jane Smith,alice@email.com,+1-555-123-4567,50,IT,2022-07-10,173014.56142020057
13617,Jane Smith,mike@email.com,555.123.4567,34,HR,2022-01-23,51703.426187945974
13618,Mike Brown,mike@email.com,+1 555 123 4567,31,Marketing,2022-07-20,53311.135637579726
13619,Mike Brown,john@email.com,(555) 123-4567,32,Finance,2020-08-07,109119.17964985357
13620,Bob Wilson,jane@email.com,55512,46,HR,2024-05-17,58517.762092392055
13621,Bob Wilson,mike@email.com,+1 555 123 4567,120,HR,2022-07-21,53393.54371336869
13622,Mike Brown,jane@email.comm,+1-555-123-4567,34,IT,2021-03-10,167125.3579096173
13623,Alice Johnson,jane@email.m,1555123,54,IT,2022-04-15,147195.02452815592
13624,Bob Wilson,alice@email.com,+1-555-123-4567,21,IT,2020-12-14,169219.23437035683
13625,Alice Johnson,jane@email.com,555.123.4567,38,Finance,2024-02-24,72046.49801208706
13626,Mike Brown,mike@email.com,5551234567,34,HR,2024-10-07,36880.780859690116
13627,Bob Wilson,mike@email.com,5551234567,32,Sales,2020-12-29,14189.46357497403
13628,Jane Smith,bob@email.coom,+1 555 123 4567,25,Marketing,2024-09-22,67168.99652103489
13629,Mike Brown,jane@email.com,(555) 123-4567,28,IT,2021-05-07,168734.78254403998
13630,Bob Wilson,bob@email.com,15551234,30,IT,2023-08-09,153216.69764899
13631,Alice Johnson,alice@email.com,555123,39,HR,2024-06-20,39103.321175112986
13632,Alice Johnson,bob@email.comm,+1 555 123 4567,43,Finance,2021-09-18,75457.4833383464
13633,Bob Wilson,jane@email.com,+1 555 123 4567,17,IT,2024-03-14,170707.41982386765
13634,Alice Johnson,mike@email.c,5551234567,22,Finance,2021-06-26,68105.96930644575
13635,Bob Wilson,alice@email.com,(555) 123-4567,40,Finance,2024-10-07,73333.52173600484
13636,Bob Wilson,jane@email.com,5551234567,41,Sales,2023-03-22,22259.068373703434
13637,Alice Johnson,alice@email.com,(555) 123-4567,20,Finance,2021-04-01,67692.82757071001
13638,John Doe,john@email.cam,555.123.4567,43,Sales,2023-03-22,-4079.5431773642777
13639,Jane Smith,jane@email.com,555.123.4567,34,Marketing,2020-12-26,67796.57795044738
13640,Mike Brown,john@email.com,555.123.4567,42,Finance,2021-11-16,53799.41488722518
13641,Jane Smith,bob@email.cam,+1-555-123-4567,26,Marketing,2022-09-11,67971.41141645222
13642,Mike Brown,jane@email.com,5551234567,21,Finance,2020-10-12,76685.04138712373
13643,Mike Brown,john@email.com,5551234567,31,Sales,2021-02-07,17254.771831846512
13644,Jane Smith,mike@email.m,555.123.4567,32,Sales,2020-10-05,6765.069449838798
13645,Bob Wilson,bob@email.com,155512,31,Marketing,2020-05-06,62012.11883798146
13646,Alice Johnson,jane@email.com,5551234567,31,HR,2021-01-19,42970.876251046306
13647,John Doe,jane@email.com,(555) 123-4567,51,HR,2020-05-22,72783.15272109714
13648,John Doe,mike@email.com,555123456,18,HR,2022-11-10,43569.04664325568
13649,John Doe,mike@email.com,5551234567,26,Finance,2020-10-12,95577.98842759711
13650,Jane Smith,john@email.com,(555) 123-4567,30,HR,2020-09-11,
13651,Jane Smith,john@email.com,555.123.4567,35,Marketing,2021-06-06,67188.08066024835
13652,Bob Wilson,john@email.com,555.123.4567,42,HR,2020-04-23,
13653,John Doe,alice@email.com,(555) 123-4567,43,Marketing,2023-05-26,63511.45536094123
13654,Bob Wilson,bob@email.com,5551234567,45,Marketing,2021-10-10,
13655,John Doe,jane@email.com,5551234567,39,Finance,2021-08-03,83712.4294199145
13656,Jane Smith,bob@email.com,555.123.4567,17,Sales,2024-05-01,36517.12861900871
13657,Alice Johnson,mike@email.com,+1-555-123-4567,18,Finance,2023-06-16,63031.45151367296
13658,Alice Johnson,bob@email.com,555.123.4567,46,Finance,2024-08-24,53476.40109365875
13659,Alice Johnson,bob@email.com,(555) 123-4567,45,IT,2052-12-25,156695.76744994646
13660,Alice Johnson,john@email.com,+1-555-123-4567,41,HR,2024-02-14,51023.047857915735
13661,Mike Brown,mike@email.com,+1-555-123-4567,26,HR,2020-03-05,47633.381996539574
13662,John Doe,bob@email.com,5551234,31,Marketing,2023-04-17,78878.10066404771
13663,Alice Johnson,jane@email.com,15551234,31,Sales,2021-04-07,37037.247979491454
13664,Mike Brown,john@email.com,555.123.4567,200,HR,2052-06-17,
13665,Mike Brown,bob@email.com,5551234567,37,HR,2021-01-13,62359.348720218404
13666,Mike Brown,mike@email.cam,555.123.4567,56,Sales,2052-02-18,25047.245768418245
13667,Bob Wilson,jane@email.com,(555) 123-4567,30,HR,2023-05-12,44169.50463828919
13668,Bob Wilson,mike@email.com,5551234567,47,IT,2024-01-18,163802.53341254356
13669,Mike Brown,mike@email.com,+1 555 123 4567,26,HR,2022-12-04,48454.98089885567
13670,Alice Johnson,mike@email.com,(555) 123-4567,19,IT,2021-06-28,157640.08530421715
13671,John Doe,alice@email.cam,555.123.4567,44,Finance,2023-02-03,70490.76365279502
13672,Jane Smith,jane@email.com,+1-555-123-4567,32,Finance,2022-09-18,86771.00916533147
13673,Bob Wilson,mike@email.com,(555) 123-4567,47,IT,2024-05-05,161001.25980689484
13674,Alice Johnson,alice@email.com,(555) 123-4567,49,Marketing,2024-03-06,62455.00647317732
13675,Alice Johnson,john@email.com,55512345,32,IT,2024-07-26,162927.89515506374
13676,Jane Smith,alice@email.com,+1 555 123 4567,48,Marketing,2023-08-10,63486.60473301201
13677,Jane Smith,john@email.com,555.123.4567,26,Sales,2024-07-26,31048.220889199987
13678,Alice Johnson,alice@email.com,555.123.4567,26,Sales,2020-02-25,10082.600776315563
13679,Jane Smith,mike@email.comm,+1 555 123 4567,45,IT,2022-04-28,167303.88299133425
13680,Alice Johnson,alice@email.comm,155512,19,Marketing,2022-08-24,51382.42590288893
13681,Jane Smith,alice@email.com,(555) 123-4567,5,Finance,2021-08-23,72174.41193126338
13682,Jane Smith,mike@email.com,+1-555-123-4567,47,IT,2021-03-26,151925.33345915106
13683,Alice Johnson,john@email.com,555.123.4567,48,IT,2052-05-25,181179.6695512108
13684,Mike Brown,mike@email.com,+1-555-123-4567,30,Marketing,2023-08-08,66205.01932580951
13685,Alice Johnson,jane@email.comm,+1 555 123 4567,45,Sales,2023-10-31,14890.161891901631
13686,John Doe,alice@email.com,+1 555 123 4567,23,Finance,2024-02-08,53946.88874989002
13687,Jane Smith,jane@email.com,555.123.4567,28,Marketing,2021-10-24,52945.53573971129
13688,Bob Wilson,mike@email.com,(555) 123-4567,37,Marketing,2022-06-22,72664.66854060038
13689,Jane Smith,mike@email.com,555.123.4567,38,Finance,2052-01-04,85320.02016868751
13690,John Doe,bob@email.com,5551234,24,IT,2021-06-16,150590.3725966034
13691,Bob Wilson,jane@email.com,5551234567,53,IT,2024-11-07,150636.6722602463
13692,Bob Wilson,bob@email.com,(555) 123-4567,16,HR,2024-06-22,64784.01607078613
13693,Alice Johnson,jane@email.com,555.123.4567,35,Finance,2022-09-27,100329.04207484671
13694,Mike Brown,bob@email.com,555.123.4567,36,Marketing,2022-05-22,
13695,Alice Johnson,bob@email.com,555123,17,HR,2024-06-29,50928.422911964546
13696,Bob Wilson,jane@email.com,+1-555-123-4567,48,HR,2023-11-02,48655.66951482222
13697,Bob Wilson,mike@email.cam,(555) 123-4567,27,HR,2024-03-07,39940.029302550174
13698,Mike Brown,john@email.com,5551234567,35,IT,2022-07-13,
13699,Jane Smith,mike@email.com,5551234567,38,Sales,2020-10-26,17654.080035368723
13700,Mike Brown,john@email.com,+1-555-123-4567,20,HR,2020-08-04,55842.40622176321
13701,Alice Johnson,jane@email.com,5551234567,24,Marketing,2022-02-08,61362.04279993394
13702,Jane Smith,alice@email.coom,555.123.4567,50,IT,2052-05-08,168630.10027392526
13703,Alice Johnson,mike@email.com,+1-555-123-4567,34,Sales,2020-12-26,14236.947652650579
13704,Mike Brown,bob@email.com,+1-555-123-4567,8,Sales,2020-12-19,20834.178541696307
13705,Jane Smith,mike@email.com,+1-555-123-4567,31,HR,2023-03-12,56379.46258262999
13706,Mike Brown,jane@email.com,(555) 123-4567,34,HR,2022-01-12,45718.05188320813
13707,John Doe,alice@email.com,(555) 123-4567,37,IT,2052-03-20,185195.93069243385
13708,Bob Wilson,alice@email.com,+1-555-123-4567,15,HR,2052-01-05,45376.25917335243
13709,Jane Smith,mike@email.coom,5551234567,34,IT,2023-05-12,166364.47699730177
13710,Bob Wilson,mike@email.com,55512,-10,Sales,2021-05-14,36584.98049372803
13711,John Doe,mike@email.com,555.123.4567,37,Marketing,2020-11-03,78052.52084886146
13712,Jane Smith,jane@email.com,(555) 123-4567,40,Marketing,2024-07-27,
13713,Bob Wilson,john@email.com,+1 555 123 4567,120,Finance,2024-09-29,84033.10603883941
13714,Bob Wilson,john@email.com,+1-555-123-4567,49,Finance,2023-04-14,
13715,Jane Smith,bob@email.com,+1 555 123 4567,56,Finance,2024-09-17,
13716,Bob Wilson,jane@email.com,555.123.4567,23,Marketing,2020-04-10,73615.43971178036
13717,Bob Wilson,alice@email.com,(555) 123-4567,31,HR,2023-05-26,58716.8045823829
13718,Jane Smith,bob@email.com,(555) 123-4567,42,IT,2024-07-24,181344.7222160936
13719,Bob Wilson,alice@email.com,(555) 123-4567,33,Marketing,2020-12-17,69121.746249343
13720,Bob Wilson,alice@email.com,(555) 123-4567,7,Finance,2020-06-22,73895.48876054808
13721,Alice Johnson,mike@email.com,(555) 123-4567,33,Finance,2020-05-25,85269.19976477846
13722,Alice Johnson,alice@email.c,+1-555-123-4567,47,HR,2023-04-22,50448.90171103425
13723,John Doe,alice@email.com,+1 555 123 4567,21,Finance,2023-12-11,77163.96439383017
13724,Alice Johnson,jane@email.com,555.123.4567,37,Finance,2020-05-24,73935.47587109914
13725,Alice Johnson,mike@email.com,555.123.4567,15,IT,2024-12-28,
13726,John Doe,mike@email.com,(555) 123-4567,43,HR,2020-03-16,55100.65249509421
13727,Bob Wilson,bob@email.com,(555) 123-4567,37,Sales,2022-05-18,11647.865954441599
13728,Bob Wilson,mike@email.com,(555) 123-4567,29,Sales,2021-12-25,23791.883734239
13729,Alice Johnson,john@email.com,5551234567,30,Finance,2021-01-20,104348.9565584273
13730,John Doe,jane@email.com,555.123.4567,20,Finance,2023-03-23,
13731,Bob Wilson,bob@email.com,(555) 123-4567,45,IT,2020-06-15,178689.9075451409
13732,Mike Brown,john@email.com,+1 555 123 4567,27,Sales,2021-03-22,9505.771426097284
13733,Jane Smith,alice@email.com,5551234567,40,HR,2021-02-04,52890.558254664356
13734,Jane Smith,john@email.c,+1-555-123-4567,25,HR,2020-04-25,
13735,Jane Smith,bob@email.com,5551234567,56,Marketing,2052-02-08,70758.13642829287
13736,Alice Johnson,mike@email.com,5551234567,50,Marketing,2020-02-03,63012.77510752091
13737,Jane Smith,jane@email.com,5551234567,55,HR,2024-04-03,36041.50517722212
13738,Jane Smith,bob@email.com,+1 555 123 4567,56,Marketing,2021-02-19,60759.26747315857
13739,Mike Brown,john@email.com,555.123.4567,28,IT,2022-03-28,182661.9228751303
13740,Bob Wilson,john@email.com,(555) 123-4567,26,Finance,2021-08-20,88548.95380554626
13741,Mike Brown,bob@email.com,+1 555 123 4567,55,HR,2024-03-01,50903.90575542437
13742,Alice Johnson,bob@email.com,+1 555 123 4567,33,Sales,2022-03-23,26364.031004176
13743,Jane Smith,bob@email.com,555123,43,Sales,2022-01-12,32118.220052434248
13744,Bob Wilson,mike@email.com,5551234567,28,HR,2021-01-12,62189.208843812725
13745,Jane Smith,bob@email.com,+1-555-123-4567,28,Marketing,2020-03-22,62381.063435358854
13746,Jane Smith,alice@email.com,5551234567,43,Marketing,2022-06-01,70335.43044398594
13747,Alice Johnson,jane@email.com,5551234567,15,HR,2022-02-07,53800.565196052
13748,Jane Smith,jane@email.com,555.123.4567,42,HR,2024-02-21,50853.21992297196
13749,John Doe,alice@email.com,5551234567,40,HR,2023-09-07,48508.28244141192
13750,Bob Wilson,john@email.com,+1-555-123-4567,29,IT,2023-04-06,181040.05062875693
13751,Bob Wilson,john@email.com,155512,35,Sales,2020-05-31,23156.418916609542
13752,John Doe,john@email.com,5551234567,36,IT,2022-01-13,152826.02546586053
13753,Alice Johnson,john@email.com,+1 555 123 4567,37,IT,2024-05-06,135950.1364219616
13754,Jane Smith,mike@email.cm,555.123.4567,41,Finance,2020-01-02,94312.63658449358
13755,Jane Smith,alice@email.com,+1-555-123-4567,26,IT,2024-09-20,160696.74922845763
13756,Bob Wilson,jane@email.com,(555) 123-4567,61,Sales,2024-09-25,18173.6767156475
13757,Alice Johnson,alice@email.com,(555) 123-4567,200,Marketing,2023-09-28,68670.59550641547
13758,Alice Johnson,jane@email.com,555.123.4567,33,Sales,2022-08-15,49529.74964505237
13759,Alice Johnson,john@email.com,+1-555-123-4567,54,HR,2024-12-28,60829.98954205443
13760,Jane Smith,mike@email.com,+1 555 123 4567,16,HR,2024-11-29,48186.391855320464
13761,Alice Johnson,bob@email.com,555.123.4567,54,HR,2021-07-20,55845.818719848314
13762,John Doe,bob@email.com,5551234567,35,IT,2022-03-05,158976.91480258468
13763,Mike Brown,john@email.com,+1 555 123 4567,29,Finance,2023-05-12,91607.88449602333
13764,Alice Johnson,john@email.com,5551234567,23,Marketing,2022-10-28,57596.10990148314
13765,Mike Brown,alice@email.com,555123,22,IT,2024-12-16,166826.24982118036
13766,Jane Smith,mike@email.com,+1 555 123 4567,31,HR,2024-09-11,51727.6942134753
13767,Alice Johnson,mike@email.com,5551234567,120,Sales,2024-03-09,7381.258266724468
13768,Bob Wilson,alice@email.com,(555) 123-4567,41,HR,2023-07-20,45291.94072999024
13769,Jane Smith,mike@email.com,+1 555 123 4567,37,Sales,2024-07-02,-6093.244686586204
13770,John Doe,mike@email.com,555.123.4567,29,Marketing,2020-10-15,61586.970202946424
13771,John Doe,bob@email.com,(555) 123-4567,48,HR,2020-11-06,58924.57874743817
13772,Mike Brown,mike@email.com,555.123.4567,61,Marketing,2020-07-21,82990.16202079237
13773,Mike Brown,john@email.com,+1-555-123-4567,49,HR,2020-11-24,61933.36122146697
13774,Bob Wilson,bob@email.coom,555.123.4567,31,HR,2020-04-07,46914.334263390236
13775,Bob Wilson,john@email.com,+1 555 123 4567,40,Sales,2020-12-29,19917.484558756736
13776,John Doe,john@email.com,555.123.4567,40,Finance,2024-02-23,
13777,Alice Johnson,alice@email.com,+1-555-123-4567,51,Sales,2052-09-15,17485.84523598943
13778,John Doe,mike@email.com,5551234567,31,IT,2020-11-15,174743.19002474778
13779,John Doe,mike@email.com,+1 555 123 4567,25,Marketing,2023-01-16,60037.00956340806
13780,Bob Wilson,mike@email.com,(555) 123-4567,46,Marketing,2020-12-22,78071.57532165294
13781,Mike Brown,mike@email.com,(555) 123-4567,39,Finance,2023-10-24,82081.14897411993
13782,Bob Wilson,bob@email.com,555.123.4567,23,HR,2020-06-16,40672.3669446619
13783,Bob Wilson,jane@email.com,(555) 123-4567,42,Marketing,2020-07-04,64125.104360931604
13784,Bob Wilson,john@email.com,+1-555-123-4567,53,Finance,2021-08-17,87185.30947169899
13785,John Doe,jane@email.com,(555) 123-4567,28,IT,2022-10-09,174769.31455047528
13786,Alice Johnson,jane@email.com,555.123.4567,26,Marketing,2052-09-09,71788.0416939676
13787,John Doe,jane@email.com,(555) 123-4567,35,IT,2021-09-06,161837.60178024048
13788,Jane Smith,bob@email.cm,5551234567,41,Sales,2020-12-16,13778.606997053312
13789,Bob Wilson,jane@email.com,5551234567,34,Marketing,2023-10-05,80574.21680659053
13790,Bob Wilson,bob@email.com,555123,46,Marketing,2024-03-22,65238.791242979714
13791,Jane Smith,alice@email.com,+1 555 123 4567,37,HR,2021-03-18,40930.82984362788
13792,Bob Wilson,alice@email.com,(555) 123-4567,45,IT,2023-02-06,159145.86577590753
13793,Bob Wilson,alice@email.com,55512345,27,Sales,2022-04-06,-3544.747617032659
13794,Bob Wilson,bob@email.com,5551234567,22,Finance,2023-10-25,55567.7344173818
13795,Jane Smith,bob@email.com,+1-555-123-4567,31,Sales,2022-02-09,13642.439764999432
13796,John Doe,john@email.com,555.123.4567,21,Marketing,2024-02-18,57838.551448862396
13797,Bob Wilson,jane@email.com,+1-555-123-4567,39,IT,2020-04-21,158134.36779960382
13798,Alice Johnson,mike@email.com,+1 555 123 4567,14,Marketing,2020-10-12,
13799,Jane Smith,mike@email.com,555.123.4567,30,Finance,2022-02-02,93111.51103182834
13800,Mike Brown,jane@email.com,(555) 123-4567,32,Finance,2021-01-28,62530.29192056691
13801,Jane Smith,mike@email.com,(555) 123-4567,24,Marketing,2023-01-26,82023.85098579727
13802,John Doe,mike@email.cam,1555123,31,Marketing,2021-06-08,65905.81803137154
13803,Jane Smith,mike@email.com,5551234567,35,Marketing,2020-06-15,65070.11568576061
13804,Mike Brown,bob@email.m,(555) 123-4567,5,IT,2024-05-31,157080.68004308967
13805,Alice Johnson,bob@email.com,15551,24,HR,2021-03-23,47597.21960053417
13806,Mike Brown,bob@email.com,5551234567,38,Finance,2052-03-30,110429.11533954224
13807,Jane Smith,jane@email.coom,(555) 123-4567,40,IT,2020-06-17,154187.46875977493
13808,Mike Brown,alice@email.c,5551234567,34,Finance,2020-08-13,84009.62522608788
13809,Jane Smith,mike@email.com,555.123.4567,30,Marketing,2023-09-03,60118.100599725534
13810,Alice Johnson,john@email.com,555123,23,Finance,2020-02-09,52855.054647871584
13811,Alice Johnson,bob@email.com,(555) 123-4567,53,Sales,2021-05-02,1569.587283106106
13812,John Doe,john@email.com,5551234567,35,Finance,2023-12-12,89160.3426648558
13813,Alice Johnson,mike@email.com,555.123.4567,31,Sales,2020-11-30,-671.7653640584067
13814,Bob Wilson,alice@email.com,+1-555-123-4567,56,IT,2024-03-18,152650.8050377159
13815,Mike Brown,john@email.cm,555.123.4567,37,IT,2021-03-11,173218.8260825793
13816,Mike Brown,mike@email.cm,15551,60,Sales,2052-10-04,28413.629144277773
13817,Jane Smith,mike@email.com,+1 555 123 4567,20,Finance,2023-01-26,80879.14045504112
13818,Alice Johnson,bob@email.com,555.123.4567,32,IT,2020-11-20,153219.24421085318
13819,John Doe,alice@email.com,+1-555-123-4567,21,Finance,2021-04-14,62273.793493751495
13820,John Doe,mike@email.m,5551234567,33,HR,2052-10-19,39407.98008793902
13821,John Doe,alice@email.com,+1-555-123-4567,33,HR,2022-06-22,48930.492642152894
13822,Bob Wilson,bob@email.com,+1 555 123 4567,30,Sales,2021-05-30,27693.831183684633
13823,Alice Johnson,john@email.com,+1-555-123-4567,35,Sales,2021-05-16,
13824,John Doe,jane@email.com,555.123.4567,30,Finance,2052-05-17,93272.04460133883
13825,Bob Wilson,jane@email.com,1555123,33,HR,2023-07-28,62880.3349453651
13826,Mike Brown,jane@email.com,555.123.4567,27,HR,2023-06-29,53128.75491162605
13827,Jane Smith,alice@email.com,+1 555 123 4567,49,Sales,2021-03-09,4959.606532005162
13828,Alice Johnson,jane@email.com,+1-555-123-4567,23,Marketing,2023-07-02,65773.8748374061
13829,Alice Johnson,john@email.com,+1-555-123-4567,37,Finance,2023-12-01,100302.8839581785
13830,Mike Brown,mike@email.com,+1 555 123 4567,23,Finance,2021-02-12,70536.04185419595
13831,Alice Johnson,alice@email.com,+1-555-123-4567,26,IT,2023-09-11,158421.7889857239
13832,Alice Johnson,john@email.com,555.123.4567,27,Sales,2023-01-26,33678.40172189939
13833,Alice Johnson,alice@email.com,(555) 123-4567,33,IT,2023-03-18,150639.87072998245
13834,Alice Johnson,alice@email.com,(555) 123-4567,36,Marketing,2020-04-17,66786.08092568273
13835,Bob Wilson,alice@email.com,555123,23,IT,2020-12-15,158823.87558349516
13836,Bob Wilson,bob@email.com,+1-555-123-4567,30,Marketing,2020-05-02,61104.59728992857
13837,Jane Smith,mike@email.com,555.123.4567,120,IT,2023-08-28,182033.45712269106
13838,Alice Johnson,jane@email.com,+1 555 123 4567,24,Sales,2052-10-22,14229.378530012906
13839,Mike Brown,bob@email.com,555.123.4567,46,Marketing,2024-06-02,66094.32722106499
13840,John Doe,mike@email.com,555123,5,Finance,2021-02-08,95472.10344555069
13841,Jane Smith,jane@email.com,5551234567,35,Sales,2023-05-19,4614.385048325597
13842,John Doe,bob@email.com,+1 555 123 4567,51,Sales,2020-06-25,30031.630917920094
13843,John Doe,bob@email.com,+1-555-123-4567,47,HR,2021-01-16,46414.88861015877
13844,Alice Johnson,john@email.com,555.123.4567,39,Finance,2024-05-22,60797.165238766815
13845,Mike Brown,bob@email.com,+1 555 123 4567,34,IT,2020-10-13,160076.442254606
13846,John Doe,alice@email.com,(555) 123-4567,42,Sales,2020-10-28,20746.19087215822
13847,John Doe,bob@email.com,+1-555-123-4567,38,IT,2022-07-28,167401.3050821865
13848,Jane Smith,alice@email.com,555.123.4567,49,Sales,2023-08-17,11011.802588670062
13849,Mike Brown,mike@email.com,55512,33,Finance,2021-04-03,76759.34332407844
13850,Mike Brown,mike@email.com,+1-555-123-4567,45,Sales,2022-08-02,3286.4345095162134
13851,John Doe,alice@email.com,5551234567,5,IT,2022-02-10,157922.1771312103
13852,Mike Brown,john@email.com,5551234,53,IT,2024-07-18,151380.0087886047
13853,Jane Smith,john@email.com,+1 555 123 4567,33,Finance,2024-10-09,78810.81593114357
